chunk_id,content_type,text,section,concepts,learning_objectives,metadata,image_url,image_description
2.4_heading_19,heading,Check Your Understanding,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.4_heading_21,heading,Clinical Focus,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.4_heading_22,heading,Part 3,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h3'}",,
2.4_content_23,text,"Viewing Cindy’s specimen under the darkfield microscope has provided the technician with some important clues about the identity of the microbe causing her infection. However, more information is needed to make a conclusive diagnosis. The technician decides to make a Gram stain of the specimen. This technique is commonly used as an early step in identifying pathogenic bacteria. After completing the Gram stain procedure, the technician views the slide under the brightfield microscope and sees purple, grape-like clusters of spherical cells (Figure 2.35).",2.4 Staining Microscopic Specimens,['cell'],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_content_25,text,Jump to the next Clinical Focus box. Go back to the previous Clinical Focus box.,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_heading_26,heading,Acid-Fast Stains,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.4_content_27,text,"Acid-fast staining is another commonly used, differential staining technique that can be an important diagnostic tool. An acid-fast stain is able to differentiate two types of gram-positive cells: those that have waxy mycolic acids in their cell walls, and those that do not. Two different methods for acid-fast staining are the Ziehl-Neelsen technique and the Kinyoun technique. Both use carbolfuchsin as the primary stain. The waxy, acid-fast cells retain the carbolfuchsin even after a decolorizing agent (an acid-alcohol solution) is applied. A secondary counterstain, methylene blue, is then applied, which renders non–acid-fast cells blue.",2.4 Staining Microscopic Specimens,['cell'],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_content_28,text,"The fundamental difference between the two carbolfuchsin-based methods is whether heat is used during the primary staining process. The Ziehl-Neelsen method uses heat to infuse the carbolfuchsin into the acid-fast cells, whereas the Kinyoun method does not use heat. Both techniques are important diagnostic tools because a number of specific diseases are caused by acid-fast bacteria (AFB). If AFB are present in a tissue sample, their red or pink color can be seen clearly against the blue background of the surrounding tissue cells (Figure 2.36).",2.4 Staining Microscopic Specimens,"['cell', 'tissue']","['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_heading_29,heading,Check Your Understanding,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.4_heading_31,heading,Micro Connections,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.4_heading_32,heading,Using Microscopy to Diagnose Tuberculosis,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h3'}",,
2.4_content_33,text,"Mycobacterium tuberculosis, the bacterium that causes tuberculosis, can be detected in specimens based on the presence of acid-fast bacilli. Tuberculosis infected immense portions of the global population throughout the 19th and 20th centuries, and much of the work of early microbiologists and other researchers was focused on the disease. Ruth Ella Moore, a prominent researcher who is known for work on blood typing, dental cavities, and gut microbiome, as well as for being the first Black woman to earn a natural science Ph.D., wrote her dissertation on new methods of isolating M. tuberculosis in order to better study it and develop a cure. These isolates would be critical in diagnosis and other medical procedures as well.",2.4 Staining Microscopic Specimens,['population'],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_content_34,text,"Often, a smear is prepared from a sample of the patient’s sputum and then stained using the Ziehl-Neelsen technique (Figure 2.36). If acid-fast bacteria are confirmed, they are generally cultured to make a positive identification. Variations of this approach can be used as a first step in determining whether M. tuberculosis or other acid-fast bacteria are present, though samples from elsewhere in the body (such as urine) may contain other Mycobacterium species.",2.4 Staining Microscopic Specimens,"['gene', 'species']","['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_content_35,text,"An alternative approach for determining the presence of M. tuberculosis is immunofluorescence. In this technique, fluorochrome-labeled antibodies bind to M. tuberculosis, if present. Antibody-specific fluorescent dyes can be used to view the mycobacteria with a fluorescence microscope.",2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_heading_36,heading,Capsule Staining,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.4_content_37,text,"Certain bacteria and yeasts have a protective outer structure called a capsule. Since the presence of a capsule is directly related to a microbe’s virulence (its ability to cause disease), the ability to determine whether cells in a sample have capsules is an important diagnostic tool. Capsules do not absorb most basic dyes; therefore, a negative staining technique (staining around the cells) is typically used for capsule staining. The dye stains the background but does not penetrate the capsules, which appear like halos around the borders of the cell. The specimen does not need to be heat-fixed prior to negative staining.",2.4 Staining Microscopic Specimens,['cell'],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_content_38,text,"One common negative staining technique for identifying encapsulated yeast and bacteria is to add a few drops of India ink or nigrosin to a specimen. Other capsular stains can also be used to negatively stain encapsulated cells (Figure 2.37). Alternatively, positive and negative staining techniques can be combined to visualize capsules: The positive stain colors the body of the cell, and the negative stain colors the background but not the capsule, leaving halo around each cell.",2.4 Staining Microscopic Specimens,['cell'],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_heading_39,heading,Check Your Understanding,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.4_heading_41,heading,Endospore Staining,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.4_content_42,text,"Endospores are structures produced within certain bacterial cells that allow them to survive harsh conditions. Gram staining alone cannot be used to visualize endospores, which appear clear when Gram-stained cells are viewed. Endospore staining uses two stains to differentiate endospores from the rest of the cell. The Schaeffer-Fulton method (the most commonly used endospore-staining technique) uses heat to push the primary stain (malachite green) into the endospore. Washing with water decolorizes the cell, but the endospore retains the green stain. The cell is then counterstained pink with safranin. The resulting image reveals the shape and location of endospores, if they are present. The green endospores will appear either within the pink vegetative cells or as separate from the pink cells altogether. If no endospores are present, then only the pink vegetative cells will be visible (Figure 2.38).",2.4 Staining Microscopic Specimens,['cell'],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_content_43,text,"Endospore-staining techniques are important for identifying Bacillus, Clostridium, and Clostridioides, three genera of endospore-producing bacteria that contain clinically significant species. Among others, B. anthracis (which causes anthrax) has been of particular interest because of concern that its spores could be used as a bioterrorism agent. Clostridioides difficile is a particularly important species responsible for the typically hospital-acquired infection known as “C. diff.”",2.4 Staining Microscopic Specimens,"['gene', 'species']","['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_heading_44,heading,Check Your Understanding,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.4_heading_46,heading,Flagella Staining,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.4_content_47,text,"Flagella (singular: flagellum) are tail-like cellular structures used for locomotion by some bacteria, archaea, and eukaryotes. Because they are so thin, flagella typically cannot be seen under a light microscope without a specialized flagella staining technique. Flagella staining thickens the flagella by first applying mordant (generally tannic acid, but sometimes potassium alum), which coats the flagella; then the specimen is stained with pararosaniline (most commonly) or basic fuchsin (Figure 2.39).",2.4 Staining Microscopic Specimens,"['cell', 'gene']","['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_content_48,text,"Though flagella staining is uncommon in clinical settings, the technique is commonly used by microbiologists, since the location and number of flagella can be useful in classifying and identifying bacteria in a sample. When using this technique, it is important to handle the specimen with great care; flagella are delicate structures that can easily be damaged or pulled off, compromising attempts to accurately locate and count the number of flagella.",2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_heading_49,heading,Preparing Specimens for Electron Microscopy,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.4_content_50,text,"Samples to be analyzed using a TEM must have very thin sections. But cells are too soft to cut thinly, even with diamond knives. To cut cells without damage, the cells must be embedded in plastic resin and then dehydrated through a series of soaks in ethanol solutions (50%, 60%, 70%, and so on). The ethanol replaces the water in the cells, and the resin dissolves in ethanol and enters the cell, where it solidifies. Next, thin sections are cut using a specialized device called an ultramicrotome (Figure 2.42). Finally, samples are fixed to fine copper wire or carbon-fiber grids and stained—not with colored dyes, but with substances like uranyl acetate or osmium tetroxide, which contain electron-dense heavy metal atoms.",2.4 Staining Microscopic Specimens,['cell'],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_content_51,text,"When samples are prepared for viewing using an SEM, they must also be dehydrated using an ethanol series. However, they must be even drier than is necessary for a TEM. Critical point drying with inert liquid carbon dioxide under pressure is used to displace the water from the specimen. After drying, the specimens are sputter-coated with metal by knocking atoms off of a palladium target, with energetic particles. Sputter-coating prevents specimens from becoming charged by the SEM’s electron beam.",2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_heading_52,heading,Check Your Understanding,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.4_heading_54,heading,Micro Connections,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.4_heading_55,heading,Using Microscopy to Diagnose Syphilis,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h3'}",,
2.4_content_56,text,"The causative agent of syphilis is Treponema pallidum, a flexible, spiral cell (spirochete) that can be very thin (<0.15 μm) and match the refractive index of the medium, making it difficult to view using brightfield microscopy. Additionally, this species has not been successfully cultured in the laboratory on an artificial medium; therefore, diagnosis depends upon successful identification using microscopic techniques and serology (analysis of body fluids, often looking for antibodies to a pathogen). Since fixation and staining would kill the cells, darkfield microscopy is typically used for observing live specimens and viewing their movements. However, other approaches can also be used. For example, the cells can be thickened with silver particles (in tissue sections) and observed using a light microscope. It is also possible to use fluorescence or electron microscopy to view Treponema (Figure 2.43).",2.4 Staining Microscopic Specimens,"['cell', 'tissue', 'species']","['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_content_57,text,"In clinical settings, indirect immunofluorescence is often used to identify Treponema. A primary, unstained antibody attaches directly to the pathogen surface, and secondary antibodies “tagged” with a fluorescent stain attach to the primary antibody. Multiple secondary antibodies can attach to each primary antibody, amplifying the amount of stain attached to each Treponema cell, making them easier to spot (Figure 2.44).",2.4 Staining Microscopic Specimens,['cell'],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_heading_58,heading,Preparation and Staining for Other Microscopes,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.4_content_59,text,"Samples for fluorescence and confocal microscopy are prepared similarly to samples for light microscopy, except that the dyes are fluorochromes. Stains are often diluted in liquid before applying to the slide. Some dyes attach to an antibody to stain specific proteins on specific types of cells (immunofluorescence); others may attach to DNA molecules in a process called fluorescence in situ hybridization (FISH), causing cells to be stained based on whether they have a specific DNA sequence.",2.4 Staining Microscopic Specimens,"['cell', 'protein']","['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_content_60,text,"Sample preparation for two-photon microscopy is similar to fluorescence microscopy, except for the use of infrared dyes. Specimens for STM need to be on a very clean and atomically smooth surface. They are often mica coated with Au(111). Toluene vapor is a common fixative.",2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_heading_61,heading,Check Your Understanding,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.4_heading_63,heading,Link to Learning,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.4_content_64,text,Cornell University’s and St. Joseph's University’s Case Studies in Microscopy Case Studies in Microscopy offers a series of clinical problems based on real-life events. Each case study walks you through a clinical problem using appropriate techniques in microscopy at each step.,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_heading_65,heading,Clinical Focus,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.4_heading_66,heading,Resolution,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h3'}",,
2.4_content_67,text,"From the results of the Gram stain, the technician now knows that Cindy’s infection is caused by spherical, gram-positive bacteria that form grape-like clusters, which is typical of staphylococcal bacteria. After some additional testing, the technician determines that these bacteria are the medically important species known as Staphylococcus aureus, a common culprit in wound infections. Because some strains of S. aureus are resistant to many antibiotics, skin infections may spread to other areas of the body and become serious, sometimes even resulting in amputations or death if the correct antibiotics are not used.",2.4 Staining Microscopic Specimens,['species'],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_content_68,text,"After testing several antibiotics, the lab is able to identify one that is effective against this particular strain of S. aureus. Cindy’s doctor quickly prescribes the medication and emphasizes the importance of taking the entire course of antibiotics, even if the infection appears to clear up before the last scheduled dose. This reduces the risk that any especially resistant bacteria could survive, causing a second infection or spreading to another person.",2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_heading_69,heading,Eye on Ethics,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h2'}",,
2.4_heading_70,heading,Microscopy and Antibiotic Resistance,2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'heading', 'heading_level': 'h3'}",,
2.4_content_71,text,"As the use of antibiotics has proliferated in medicine, as well as agriculture, microbes have evolved to become more resistant. Strains of bacteria such as methicillin-resistant S. aureus (MRSA), which has developed a high level of resistance to many antibiotics, are an increasingly worrying problem, so much so that research is underway to develop new and more diversified antibiotics.",2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_content_72,text,"Fluorescence microscopy can be useful in testing the effectiveness of new antibiotics against resistant strains like MRSA. In a test of one new antibiotic derived from a marine bacterium, MC21-A (bromophene), researchers used the fluorescent dye SYTOX Green to stain samples of MRSA. SYTOX Green is often used to distinguish dead cells from living cells, with fluorescence microscopy. Live cells will not absorb the dye, but cells killed by an antibiotic will absorb the dye, since the antibiotic has damaged the bacterial cell membrane. In this particular case, MRSA bacteria that had been exposed to MC21-A did, indeed, appear green under the fluorescence microscope, leading researchers to conclude that it is an effective antibiotic against MRSA.",2.4 Staining Microscopic Specimens,['cell'],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_content_73,text,"Of course, some argue that developing new antibiotics will only lead to even more antibiotic-resistant microbes, so-called superbugs that could spawn epidemics before new treatments can be developed. For this reason, many health professionals are beginning to exercise more discretion in prescribing antibiotics. Whereas antibiotics were once routinely prescribed for common illnesses without a definite diagnosis, doctors and hospitals are much more likely to conduct additional testing to determine whether an antibiotic is necessary and appropriate before prescribing.",2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_content_74,text,"A sick patient might reasonably object to this stingy approach to prescribing antibiotics. To the patient who simply wants to feel better as quickly as possible, the potential benefits of taking an antibiotic may seem to outweigh any immediate health risks that might occur if the antibiotic is ineffective. But at what point do the risks of widespread antibiotic use supersede the desire to use them in individual cases?",2.4 Staining Microscopic Specimens,[],"['Differentiate between simple and differential stains', 'Describe the unique features of commonly used stains', 'Explain the procedures and name clinical applications for Gram, endospore, acid-fast, negative capsule, and flagella staining']","{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'chunk_type': 'content_paragraph'}",,
2.4_figure_2.31,multimodal,"Figure 2.31: Figure 
2.31
 
(a) A specimen can be heat-fixed by using a slide warmer like this one.",2.4 Staining Microscopic Specimens,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'figure_number': '2.31', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/4f5e4048b538ef8b68c297732d88fbcd1f9ecff5,Photograph a shows a slide sitting on a flat heating surface. Photograph b shows a person holding a slide in front of a heated metal cylinder. Photograph c shows a bit of tissue in a container of clear liquid. Caption reads Fixing tissue: fixation to preserve tissue and maintain life-like structure; place into fixative (eg 10% formalin).
2.4_figure_2.32,multimodal,"Figure 2.32: Figure 
2.32
 
(a) These Bacillus anthracis cells have absorbed crystal violet, a basic positive stain.",2.4 Staining Microscopic Specimens,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'figure_number': '2.32', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/6e110e8159f19c528d28b9e809d6336e092c9405,Micrograph a shows chains of purple rectangles on a clear background. Micrograph B shows a purple cell on a clear background; the cell looks like a jelly with an umbrella top and long projections. Micrograph C shows clear chains of rectangles on a dark background.
2.4_figure_2.33,multimodal,"Figure 2.33: Figure 
2.33
 
Gram-staining is a differential staining technique that uses a primary stain and a secondary counterstain to distinguish between gram-positive and gram-negative bacteria.",2.4 Staining Microscopic Specimens,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'figure_number': '2.33', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/618c08bd594aa6626811825a8fa7ea3b7c1e784a,"A table shows the Gram stain process. Each row consists of a column describing the step and a column describing the effect. Additional columns show drawings to support the description in the effects column. Step 1: Crystal Violet, the primary stain, is added to the specimen smear. This stains cells purple or blue. The Gram-positive and Gram-negative cells all look purple. Step 2: Iodine, the mordant, makes the dye less soluble so it adheres to cell walls. The cells remain purple or blue. The Gram-positive and Gram-negative cells all look purple. Step 3: Alcohol, the decolorizer, washes away stain from Gram-negative cell walls. Gram-positive cells remain purple or blue, Gram-negative cells are colorless. Step 4: Safranin, the counterstain, allows dye adherence to Gram-negative cells. Gram-positive cells remain a pruple or blue. Gram-negative cells appear pink or red."
